listno,email_num,sent_id,text
043-10248963,7,7.18,">> IAIK, TU Graz"
043-10248963,7,7.19,>> Email Peter.Lipp@iaik.at
043-10248963,7,7.20,>> Phone +43 316 873 5513
043-10248963,7,7.21,>> Fax +43 316 873 5510
043-10248963,7,7.22,>> Web http://jcewww.iaik.tu-graz.ac.at
043-10248963,7,7.23,>>
043-10248963,7,7.24,>>
043-10248963,8,8.1,I think Don's post just closed the issue.
043-10248963,8,8.2,It's in Irvine.
043-10248963,8,8.3,-----Original Message-----
043-10248963,8,8.4,"> Pesonally - If we are going to do ""it"" in Washington State, My vote is for Seattle rather than Redmond, unless we are are all camping at ""Bill's new place on the lake"" and you are making arrangements to have us shuttle in from SeaTac to the private Microsoft Airport."
043-10248963,8,8.5,> Staging in Seattle saves the bulk of us the drive out to Redmond.
043-10248963,8,8.6,> I myself would rather see us there staying at someplace like the Edgewater than in Redmond by far.
043-10248963,8,8.7,"> It's really easier to get to and has more night-life, etc etc etc."
043-10248963,8,8.8,> A number of us have personal experience of the Edgewater's facilities from one of last year's ISC Meetings we had there.
043-10248963,8,8.9,"> Very good site and lots of reasoably priced facilities in the area and Pikes Market Arcade Area is a hop, skip, and a jump away."
043-10248963,8,8.10,"> Otherwise, by my vote - Sourthern California is fine by me."
043-10248963,8,8.11,> Todd
043-10248963,8,8.12,> ----- Original Message -----
043-10248963,8,8.13,>> I'll check into that Peter : - )
043-10248963,8,8.14,>> --Barb
043-10248963,8,8.15,>> -----Original Message-----
043-10248963,8,8.16,">>>> Has the decision been made, or should I express my preference for Seattle?"
043-10248963,8,8.17,">>> Only if we can go to a certain shop, Barb knows what I am talking about :-)"
043-10248963,8,8.18,>>> Peter
043-10248963,8,8.19,>>> ---------------------------------
043-10248963,8,8.20,>>> Dr. Peter Lipp
043-10248963,8,8.21,">>> IAIK, TU Graz"
043-10248963,8,8.22,>>> Email Peter.Lipp@iaik.at
043-10248963,8,8.23,>>> Phone +43 316 873 5513
043-10248963,8,8.24,>>> Fax +43 316 873 5510
043-10248963,8,8.25,>>> Web http://jcewww.iaik.tu-graz.ac.at
053-15491914,1,1.1,"I propose to cancel this weeks telecon and schedule another for 12 Mar 2004, if needed."
053-15491914,1,1.2,I would like to get moving on comments on the TAG architecture document.
053-15491914,1,1.3,Jan - are you still up for reviewing?
053-15491914,1,1.4,Can we aim to get other comments in by the end of this week and agreement by email next week?
053-15491914,1,1.5,Brian
053-15491914,2,2.1,"&gt; I propose to cancel this weeks telecon and schedule another for 12 Mar 2004, if needed."
053-15491914,2,2.2,&gt; I would like to get moving on comments on the TAG architecture document.
053-15491914,2,2.3,&gt; Jan - are you still up for reviewing?
053-15491914,2,2.4,&gt; Can we aim to get other comments in by the end of this week and agreement by email next week?
053-15491914,2,2.5,&gt; Brian
053-15491914,2,2.6,"I think that means we will not formally respond to I18N on the charmod comments, shall I tell them that we do not intend to, but that the e-mail discussion has not shown any disagreement."
053-15491914,2,2.7,"e.g. I have informed the RDF Core WG of your decisions, and no one has indicated unhappiness"
053-15491914,2,2.8,- however we have not formally discussed these issues;
053-15491914,2,2.9,and are not likely to.
053-15491914,2,2.10,Jeremy
053-15491914,3,3.1,"&gt;&gt; I propose to cancel this weeks telecon and schedule another for 12 Mar 2004, if needed."
053-15491914,3,3.2,&gt;&gt; I would like to get moving on comments on the TAG architecture document.
053-15491914,3,3.3,&gt;&gt; Jan - are you still up for reviewing?
053-15491914,3,3.4,&gt;&gt; Can we aim to get other comments in by the end of this week and agreement by email next week?
053-15491914,3,3.5,&gt;&gt; Brian
053-15491914,3,3.6,"&gt; I think that means we will not formally respond to I18N on the charmod comments, shall I tell them that we do not intend to, but that the e-mail discussion has not shown any disagreement."
053-15491914,3,3.7,Ah.
053-15491914,3,3.8,Is this a problem.
053-15491914,3,3.9,Have I understood correctly they are going through last call again anyway.
053-15491914,3,3.10,"&gt; e.g. I have informed the RDF Core WG of your decisions, and no one has indicated unhappiness"
053-15491914,3,3.11,&gt; - however we have not formally discussed these issues;
053-15491914,3,3.12,&gt; and are not likely to.
053-15491914,3,3.13,&gt; Jeremy
053-15491914,3,3.14,When is the deadline?
053-15491914,3,3.15,I'm prepared to decide by email so we can formally respond by email.
053-15491914,3,3.16,Brian
053-15491914,4,4.1,&gt; I propose to cancel this weeks telecon
053-15491914,4,4.2,Im assuming that they are all cancelled unless I hear otherwise.
053-15491914,4,4.3,Maybe that should be our default?
053-15491914,4,4.4,"&gt; and schedule another for 12 Mar 2004, if needed."
053-15491914,4,4.5,&gt; I would like to get moving on comments on the TAG architecture document.
053-15491914,4,4.6,I still plan to write a rather long diatribe on this if I can find the time.
053-15491914,4,4.7,"I doubt if the rest of the WG will endorse all of it but I will send it along asap, hopefully some time next week."
053-15491914,4,4.8,Pat
053-15491914,4,4.9,--
053-15491914,4,4.10,---------------------------------------------------------------------
053-15491914,4,4.11,IHMC(850)434 8903 or (650)494 3973 home
053-15491914,4,4.12,40 South Alcaniz St.(850)202 4416 office
053-15491914,4,4.13,Pensacola(850)202 4440 fax
053-15491914,4,4.14,FL 32501(850)291 0667 cell
053-15491914,4,4.15,phayes@ihmc.us http://www.ihmc.us/users/phayes
053-15491914,5,5.1,"Likewise, whether or not anyone else in the WG agrees with any of my own personal comments, c.f. http://lists.w3.org/Archives/Public/www-archive/2004Feb/0003.html"
053-15491914,5,5.2,Patrick
053-15491914,5,5.3,&gt;&gt; I propose to cancel this weeks telecon
053-15491914,5,5.4,&gt; Im assuming that they are all cancelled unless I hear otherwise.
053-15491914,5,5.5,&gt; Maybe that should be our default?
053-15491914,5,5.6,"&gt;&gt; and schedule another for 12 Mar 2004, if needed."
053-15491914,5,5.7,&gt;&gt; I would like to get moving on comments on the TAG architecture document.
053-15491914,5,5.8,&gt; I still plan to write a rather long diatribe on this if I can find the time.
053-15491914,5,5.9,"&gt; I doubt if the rest of the WG will endorse all of it but I will send it along asap, hopefully some time next week."
053-15491914,5,5.10,&gt; Pat
053-15491914,5,5.11,&gt; --
053-15491914,5,5.12,&gt; ---------------------------------------------------------------------
053-15491914,5,5.13,&gt; IHMC(850)434 8903 or (650)494 3973 home
053-15491914,5,5.14,&gt; 40 South Alcaniz St.(850)202 4416 office
053-15491914,5,5.15,&gt; Pensacola(850)202 4440 fax
053-15491914,5,5.16,&gt; FL 32501(850)291 0667 cell
053-15491914,5,5.17,&gt; phayes@ihmc.us http://www.ihmc.us/users/phayes
053-15491914,5,5.18,&gt; --
053-15491914,5,5.19,&gt; Patrick Stickler
053-15491914,5,5.20,"&gt; Nokia, Finland"
053-15491914,5,5.21,&gt; patrick.stickler@nokia.com
053-15491914,6,6.1,&gt; Ah.
053-15491914,6,6.2,&gt; Is this a problem.
053-15491914,6,6.3,&gt; Have I understood correctly they are going through last call again anyway.
053-15491914,6,6.4,Yes -
053-15491914,6,6.5,I could change my draft informal response to indicate that if we have any other formal response it will be included in our LC review comments on their new documents.
053-15491914,6,6.6,&gt;&gt; e.g.
053-15491914,6,6.7,"&gt;&gt; I have informed the RDF Core WG of your decisions, and no one has indicated unhappiness"
053-15491914,6,6.8,&gt;&gt; - however we have not formally discussed these issues;
053-15491914,6,6.9,&gt;&gt; and are not likely to.
053-15491914,6,6.10,&gt; When is the deadline?
053-15491914,6,6.11,&gt; I'm prepared to decide by email so we can formally respond by email.
053-15491914,6,6.12,Two weeks from when I received the message ....
053-15491914,6,6.13,i.e. during Cannes
053-15491914,6,6.14,"- I suspect that is also the real deadline, in that I imagine they want to make their final decisions at Cannes"
053-15491914,6,6.15,"I am happy to draft a formal response that is pretty vacuous, for e-mail vote."
053-15491914,6,6.16,Jeremy
053-15491914,7,7.1,&gt;&gt; I propose to cancel this weeks telecon
053-15491914,7,7.2,&gt; Im assuming that they are all cancelled unless I hear otherwise.
053-15491914,7,7.3,&gt; Maybe that should be our default?
053-15491914,7,7.4,That is a reasonable working assumption.
053-15491914,7,7.5,I've been announcing telecon's in advance and cancelling if not needed to keep within w3c process.
053-15491914,7,7.6,Brian
053-15491914,8,8.1,"&gt; I am happy to draft a formal response that is pretty vacuous, for e-mail vote."
053-15491914,8,8.2,Please do.
053-15491914,8,8.3,Brian
053-15927827,1,1.1,"I've got an opportunity to do some fun family stuff this Friday, so I'd like to know whether it conflicts with an RDF Core telcon."
053-15927827,1,1.2,"I haven't seen notice, and we're less than 7 days away, so I presume there's no WG telcon this week."
053-15927827,1,1.3,Sorry if I missed an announcement to that effect.
053-15927827,1,1.4,"If the WG meets, I suppose it'll be somewhat unofficially."
053-15927827,1,1.5,"In that case, I offer regrets."
053-15927827,1,1.6,--
053-15927827,1,1.7,"Dan Connolly, W3C http://www.w3.org/People/Connolly/"
053-15927827,2,2.1,"Hmm,"
053-15927827,2,2.2,I was just wondering that myself.
053-15927827,2,2.3,I see the following possible agenda items for a telecon:
053-15927827,2,2.4,a) wording changes to the semantics doc
053-15927827,2,2.5,b) advice to the CG about what to do about postponed issues
053-15927827,2,2.6,"Dan, would you like the WG to meet to discuss/approve the proposed wording changes?"
053-15927827,2,2.7,Will the 16th be soon enough?
053-15927827,2,2.8,"Eric, is the CG seeking input from the WG about b)."
053-15927827,2,2.9,"WG, do folks want to meet to discuss a), b) or anything else?"
053-15927827,2,2.10,"I will send a formal notification of a telecon for 16th Jan, but will cancel if its not needed."
053-15927827,2,2.11,"Dan, I hope you have fun on Friday."
053-15927827,2,2.12,Brian
053-15927827,2,2.13,"&gt; I've got an opportunity to do some fun family stuff this Friday, so I'd like to know whether it conflicts with an RDF Core telcon."
053-15927827,2,2.14,"&gt; I haven't seen notice, and we're less than 7 days away, so I presume there's no WG telcon this week."
053-15927827,2,2.15,&gt; Sorry if I missed an announcement to that effect.
053-15927827,2,2.16,"&gt; If the WG meets, I suppose it'll be somewhat unofficially."
053-15927827,2,2.17,"&gt; In that case, I offer regrets."
053-15927827,2,2.18,--
053-15927827,2,2.19,"Dan Connolly, W3C http://www.w3.org/People/Connolly/"
053-15927827,3,3.1,"&gt; Hmm,"
053-15927827,3,3.2,&gt; I was just wondering that myself.
053-15927827,3,3.3,&gt; I see the following possible agenda items for a telecon:
053-15927827,3,3.4,&gt; a) wording changes to the semantics doc
053-15927827,3,3.5,&gt; b) advice to the CG about what to do about postponed issues
053-15927827,3,3.6,"&gt; Dan, would you like the WG to meet to discuss/approve the proposed wording changes?"
053-15927827,3,3.7,&gt; Will the 16th be soon enough?
053-15927827,3,3.8,"&gt; Eric, is the CG seeking input from the WG about b)."
053-15927827,3,3.9,Yes.
053-15927827,3,3.10,This issue was on last Monday's SW-CG agenda but time ran out before we were able to discuss this.
053-15927827,3,3.11,The need isn't urgent (e.g. no need to have a rdf-core call just for this issue) but should be addressed some time by the end of the month.
053-15927827,3,3.12,--
053-15927827,3,3.13,eric miller http://www.w3.org/people/em/
053-15927827,3,3.14,semantic web activity lead http://www.w3.org/2001/sw/
053-15927827,3,3.15,w3c world wide web consortium http://www.w3.org/
053-15927827,4,4.1,"&gt; Hmm,"
053-15927827,4,4.2,&gt; I was just wondering that myself.
053-15927827,4,4.3,&gt; I see the following possible agenda items for a telecon:
053-15927827,4,4.4,&gt; a) wording changes to the semantics doc
053-15927827,4,4.5,&gt; b) advice to the CG about what to do about postponed issues
053-15927827,4,4.6,"&gt; Dan, would you like the WG to meet to discuss/approve the proposed wording changes?"
053-15927827,4,4.7,yes.
053-15927827,4,4.8,&gt; Will the 16th be soon enough?
053-15927827,4,4.9,"Good question, but I haven't done the relevant calendar research to figure it out."
053-15927827,4,4.10,"EricM, I leave that to you."
053-15927827,4,4.11,Call/page me if you'd like help.
053-15927827,4,4.12,"&gt; Eric, is the CG seeking input from the WG about b)."
053-15927827,4,4.13,"&gt; WG, do folks want to meet to discuss a), b) or anything else?"
053-15927827,4,4.14,"&gt; I will send a formal notification of a telecon for 16th Jan, but will cancel if its not needed."
